flight_id,airline,source,destination,route,departure_time,arrival_time,departure_hour,arrival_hour,departure_period,overnight_flag,flight_duration_minutes,flight_duration_hours,duration_status
UK040,Vistara,HYD,CCU,HYD → CCU,2026-04-20 09:15:41,2026-04-20 10:32:41,9,10,Morning,False,77.0,1.28,Valid
AI044,Air India,MAA,BLR,MAA → BLR,2026-04-20 09:03:41,2026-04-20 12:36:41,9,12,Morning,False,213.0,3.55,Valid
AI078,Air India,DEL,BOM,DEL → BOM,2026-04-20 08:58:41,2026-04-20 13:28:41,8,13,Morning,False,270.0,4.5,Valid
SJ226,SpiceJet,HYD,BOM,HYD → BOM,2026-04-20 08:47:41,2026-04-20 12:54:41,8,12,Morning,False,247.0,4.12,Valid
6F209,IndiGo,MAA,CCU,MAA → CCU,2026-04-20 08:40:41,2026-04-20 13:40:41,8,13,Morning,False,300.0,5.0,Valid
UK193,Vistara,HYD,DEL,HYD → DEL,2026-04-20 08:39:41,2026-04-20 09:14:41,8,9,Morning,False,35.0,0.58,Valid
6F092,IndiGo,MAA,BLR,MAA → BLR,2026-04-20 08:39:41,2026-04-20 09:15:41,8,9,Morning,False,36.0,0.6,Valid
AI208,Air India,BLR,BOM,BLR → BOM,2026-04-20 08:38:41,2026-04-20 11:52:41,8,11,Morning,False,194.0,3.23,Valid
SJ227,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 08:32:41,2026-04-20 12:53:41,8,12,Morning,False,261.0,4.35,Valid
6F238,IndiGo,BOM,DEL,BOM → DEL,2026-04-20 08:31:41,2026-04-20 09:19:41,8,9,Morning,False,48.0,0.8,Valid
AI084,Air India,BOM,HYD,BOM → HYD,2026-04-20 08:31:41,2026-04-20 09:46:41,8,9,Morning,False,75.0,1.25,Valid
SJ228,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 08:29:41,2026-04-20 12:16:41,8,12,Morning,False,227.0,3.78,Valid
UK194,Vistara,CCU,BOM,CCU → BOM,2026-04-20 08:26:41,2026-04-20 09:26:42,8,9,Morning,False,60.02,1.0,Valid
6F126,IndiGo,CCU,MAA,CCU → MAA,2026-04-20 08:21:41,2026-04-20 09:39:41,8,9,Morning,False,78.0,1.3,Valid
SJ052,SpiceJet,MAA,BLR,MAA → BLR,2026-04-20 08:20:41,2026-04-20 09:57:41,8,9,Morning,False,97.0,1.62,Valid
AI233,Air India,BLR,BOM,BLR → BOM,2026-04-20 08:04:41,2026-04-20 09:52:41,8,9,Morning,False,108.0,1.8,Valid
AI213,Air India,HYD,CCU,HYD → CCU,2026-04-20 08:03:41,2026-04-20 09:14:41,8,9,Morning,False,71.0,1.18,Valid
UK076,Vistara,MAA,CCU,MAA → CCU,2026-04-20 08:03:41,2026-04-20 12:26:41,8,12,Morning,False,263.0,4.38,Valid
SJ022,SpiceJet,DEL,BLR,DEL → BLR,2026-04-20 07:56:41,2026-04-20 11:07:41,7,11,Morning,False,191.0,3.18,Valid
SJ002,SpiceJet,DEL,BOM,DEL → BOM,2026-04-20 07:54:41,2026-04-20 12:40:41,7,12,Morning,False,286.0,4.77,Valid
AI163,Air India,HYD,MAA,HYD → MAA,2026-04-20 07:45:41,2026-04-20 08:46:41,7,8,Morning,False,61.0,1.02,Valid
UK229,Vistara,HYD,DEL,HYD → DEL,2026-04-20 07:40:41,2026-04-20 11:57:41,7,11,Morning,False,257.0,4.28,Valid
UK185,Vistara,DEL,MAA,DEL → MAA,2026-04-20 07:31:41,2026-04-20 08:48:41,7,8,Morning,False,77.0,1.28,Valid
6F029,IndiGo,BOM,BLR,BOM → BLR,2026-04-20 07:31:41,2026-04-20 11:45:41,7,11,Morning,False,254.0,4.23,Valid
6F056,IndiGo,BOM,MAA,BOM → MAA,2026-04-20 07:00:41,2026-04-20 08:49:41,7,8,Morning,False,109.0,1.82,Valid
AI062,Air India,MAA,DEL,MAA → DEL,2026-04-20 06:49:41,2026-04-20 07:25:41,6,7,Morning,False,36.0,0.6,Valid
UK034,Vistara,DEL,BLR,DEL → BLR,2026-04-20 06:47:41,2026-04-20 10:11:41,6,10,Morning,False,204.0,3.4,Valid
UK079,Vistara,DEL,BLR,DEL → BLR,2026-04-20 06:43:41,2026-04-20 10:34:41,6,10,Morning,False,231.0,3.85,Valid
AI135,Air India,BLR,BOM,BLR → BOM,2026-04-20 06:40:41,2026-04-20 09:21:41,6,9,Morning,False,161.0,2.68,Valid
SJ061,SpiceJet,MAA,BLR,MAA → BLR,2026-04-20 06:38:41,2026-04-20 09:35:41,6,9,Morning,False,177.0,2.95,Valid
AI047,Air India,CCU,MAA,CCU → MAA,2026-04-20 06:36:41,2026-04-20 07:23:41,6,7,Morning,False,47.0,0.78,Valid
UK210,Vistara,DEL,CCU,DEL → CCU,2026-04-20 06:35:41,2026-04-20 07:30:41,6,7,Morning,False,55.0,0.92,Valid
AI088,Air India,MAA,DEL,MAA → DEL,2026-04-20 06:34:41,2026-04-20 10:10:41,6,10,Morning,False,216.0,3.6,Valid
UK177,Vistara,DEL,HYD,DEL → HYD,2026-04-20 06:21:41,2026-04-20 10:50:41,6,10,Morning,False,269.0,4.48,Valid
AI128,Air India,BOM,CCU,BOM → CCU,2026-04-20 06:07:41,2026-04-20 10:03:41,6,10,Morning,False,236.0,3.93,Valid
AI158,Air India,CCU,DEL,CCU → DEL,2026-04-20 06:04:41,2026-04-20 09:01:41,6,9,Morning,False,177.0,2.95,Valid
UK206,Vistara,MAA,BLR,MAA → BLR,2026-04-20 06:01:41,2026-04-20 10:34:41,6,10,Morning,False,273.0,4.55,Valid
SJ138,SpiceJet,BLR,BOM,BLR → BOM,2026-04-20 05:55:41,2026-04-20 06:43:41,5,6,Night,False,48.0,0.8,Valid
AI034,Air India,DEL,BOM,DEL → BOM,2026-04-20 05:48:41,2026-04-20 10:31:41,5,10,Night,False,283.0,4.72,Valid
AI012,Air India,BOM,CCU,BOM → CCU,2026-04-20 05:44:41,2026-04-20 09:47:41,5,9,Night,False,243.0,4.05,Valid
6F083,IndiGo,BLR,DEL,BLR → DEL,2026-04-20 05:24:41,2026-04-20 06:03:41,5,6,Night,False,39.0,0.65,Valid
SJ083,SpiceJet,MAA,BLR,MAA → BLR,2026-04-20 05:13:41,2026-04-20 08:17:41,5,8,Night,False,184.0,3.07,Valid
SJ186,SpiceJet,CCU,DEL,CCU → DEL,2026-04-20 05:11:41,2026-04-20 07:22:41,5,7,Night,False,131.0,2.18,Valid
UK001,Vistara,CCU,DEL,CCU → DEL,2026-04-20 05:06:41,2026-04-20 06:31:41,5,6,Night,False,85.0,1.42,Valid
AI217,Air India,CCU,BLR,CCU → BLR,2026-04-20 04:57:41,2026-04-20 07:14:41,4,7,Night,False,137.0,2.28,Valid
6F178,IndiGo,BOM,CCU,BOM → CCU,2026-04-20 04:48:41,2026-04-20 09:11:41,4,9,Night,False,263.0,4.38,Valid
UK015,Vistara,BLR,BOM,BLR → BOM,2026-04-20 04:46:41,2026-04-20 06:33:41,4,6,Night,False,107.0,1.78,Valid
AI112,Air India,DEL,BLR,DEL → BLR,2026-04-20 04:41:41,2026-04-20 08:24:41,4,8,Night,False,223.0,3.72,Valid
UK100,Vistara,CCU,BLR,CCU → BLR,2026-04-20 04:40:41,2026-04-20 07:12:41,4,7,Night,False,152.0,2.53,Valid
6F133,IndiGo,MAA,BLR,MAA → BLR,2026-04-20 04:38:41,2026-04-20 06:25:41,4,6,Night,False,107.0,1.78,Valid
AI227,Air India,BLR,MAA,BLR → MAA,2026-04-20 04:31:41,2026-04-20 08:17:41,4,8,Night,False,226.0,3.77,Valid
UK093,Vistara,HYD,CCU,HYD → CCU,2026-04-20 04:31:41,2026-04-20 05:21:41,4,5,Night,False,50.0,0.83,Valid
UK203,Vistara,BLR,HYD,BLR → HYD,2026-04-20 04:12:41,2026-04-20 05:24:41,4,5,Night,False,72.0,1.2,Valid
UK154,Vistara,MAA,HYD,MAA → HYD,2026-04-20 04:00:41,2026-04-20 07:57:41,4,7,Night,False,237.0,3.95,Valid
UK073,Vistara,BLR,CCU,BLR → CCU,2026-04-20 03:59:41,2026-04-20 08:09:41,3,8,Night,False,250.0,4.17,Valid
AI164,Air India,DEL,BLR,DEL → BLR,2026-04-20 03:57:41,2026-04-20 05:45:41,3,5,Night,False,108.0,1.8,Valid
UK008,Vistara,CCU,BLR,CCU → BLR,2026-04-20 03:57:41,2026-04-20 04:34:41,3,4,Night,False,37.0,0.62,Valid
UK051,Vistara,HYD,DEL,HYD → DEL,2026-04-20 03:55:41,2026-04-20 06:55:41,3,6,Night,False,180.0,3.0,Valid
UK208,Vistara,DEL,CCU,DEL → CCU,2026-04-20 03:54:41,2026-04-20 08:51:41,3,8,Night,False,297.0,4.95,Valid
AI150,Air India,BOM,DEL,BOM → DEL,2026-04-20 03:51:41,2026-04-20 04:38:41,3,4,Night,False,47.0,0.78,Valid
AI189,Air India,CCU,DEL,CCU → DEL,2026-04-20 03:44:41,2026-04-20 05:32:41,3,5,Night,False,108.0,1.8,Valid
6F230,IndiGo,CCU,BLR,CCU → BLR,2026-04-20 03:34:41,2026-04-20 06:47:41,3,6,Night,False,193.0,3.22,Valid
6F169,IndiGo,BOM,DEL,BOM → DEL,2026-04-20 03:27:41,2026-04-20 08:06:41,3,8,Night,False,279.0,4.65,Valid
AI205,Air India,BLR,BOM,BLR → BOM,2026-04-20 03:26:41,2026-04-20 05:14:41,3,5,Night,False,108.0,1.8,Valid
AI103,Air India,BLR,BOM,BLR → BOM,2026-04-20 03:26:41,2026-04-20 04:04:41,3,4,Night,False,38.0,0.63,Valid
6F250,IndiGo,DEL,BLR,DEL → BLR,2026-04-20 03:26:41,2026-04-20 07:30:41,3,7,Night,False,244.0,4.07,Valid
AI246,Air India,BOM,BLR,BOM → BLR,2026-04-20 03:22:41,2026-04-20 06:41:41,3,6,Night,False,199.0,3.32,Valid
6F187,IndiGo,BOM,MAA,BOM → MAA,2026-04-20 03:19:41,2026-04-20 07:37:41,3,7,Night,False,258.0,4.3,Valid
AI082,Air India,DEL,CCU,DEL → CCU,2026-04-20 03:19:41,2026-04-20 06:01:41,3,6,Night,False,162.0,2.7,Valid
UK116,Vistara,CCU,BOM,CCU → BOM,2026-04-20 03:18:41,2026-04-20 07:06:41,3,7,Night,False,228.0,3.8,Valid
SJ169,SpiceJet,BOM,MAA,BOM → MAA,2026-04-20 03:10:41,2026-04-20 07:56:41,3,7,Night,False,286.0,4.77,Valid
AI175,Air India,BOM,HYD,BOM → HYD,2026-04-20 03:08:41,2026-04-20 06:55:41,3,6,Night,False,227.0,3.78,Valid
SJ098,SpiceJet,HYD,MAA,HYD → MAA,2026-04-20 03:02:41,2026-04-20 03:37:41,3,3,Night,False,35.0,0.58,Valid
SJ191,SpiceJet,BLR,BOM,BLR → BOM,2026-04-20 03:01:41,2026-04-20 04:23:41,3,4,Night,False,82.0,1.37,Valid
SJ017,SpiceJet,DEL,MAA,DEL → MAA,2026-04-20 02:57:41,2026-04-20 05:00:41,2,5,Night,False,123.0,2.05,Valid
UK188,Vistara,MAA,BLR,MAA → BLR,2026-04-20 02:55:41,2026-04-20 03:44:41,2,3,Night,False,49.0,0.82,Valid
AI196,Air India,MAA,HYD,MAA → HYD,2026-04-20 02:52:41,2026-04-20 04:25:41,2,4,Night,False,93.0,1.55,Valid
AI068,Air India,BOM,BLR,BOM → BLR,2026-04-20 02:48:41,2026-04-20 04:48:42,2,4,Night,False,120.02,2.0,Valid
SJ097,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 02:37:41,2026-04-20 05:27:41,2,5,Night,False,170.0,2.83,Valid
SJ030,SpiceJet,DEL,HYD,DEL → HYD,2026-04-20 02:36:41,2026-04-20 03:19:41,2,3,Night,False,43.0,0.72,Valid
6F179,IndiGo,HYD,MAA,HYD → MAA,2026-04-20 02:25:41,2026-04-20 06:40:41,2,6,Night,False,255.0,4.25,Valid
6F156,IndiGo,MAA,BOM,MAA → BOM,2026-04-20 02:23:41,2026-04-20 04:57:41,2,4,Night,False,154.0,2.57,Valid
SJ057,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 02:17:41,2026-04-20 05:29:41,2,5,Night,False,192.0,3.2,Valid
6F036,IndiGo,CCU,BLR,CCU → BLR,2026-04-20 02:14:41,2026-04-20 06:57:41,2,6,Night,False,283.0,4.72,Valid
6F201,IndiGo,CCU,BOM,CCU → BOM,2026-04-20 02:09:41,2026-04-20 06:49:41,2,6,Night,False,280.0,4.67,Valid
6F143,IndiGo,CCU,DEL,CCU → DEL,2026-04-20 02:09:41,2026-04-20 06:08:41,2,6,Night,False,239.0,3.98,Valid
6F177,IndiGo,HYD,MAA,HYD → MAA,2026-04-20 02:03:41,2026-04-20 04:25:41,2,4,Night,False,142.0,2.37,Valid
6F031,IndiGo,BOM,BLR,BOM → BLR,2026-04-20 02:00:41,2026-04-20 06:37:41,2,6,Night,False,277.0,4.62,Valid
UK165,Vistara,DEL,BLR,DEL → BLR,2026-04-20 01:51:41,2026-04-20 06:04:41,1,6,Night,False,253.0,4.22,Valid
6F122,IndiGo,DEL,BLR,DEL → BLR,2026-04-20 01:44:41,2026-04-20 05:28:41,1,5,Night,False,224.0,3.73,Valid
AI009,Air India,DEL,CCU,DEL → CCU,2026-04-20 01:31:41,2026-04-20 04:05:41,1,4,Night,False,154.0,2.57,Valid
6F046,IndiGo,DEL,BLR,DEL → BLR,2026-04-20 01:27:41,2026-04-20 05:08:41,1,5,Night,False,221.0,3.68,Valid
AI051,Air India,MAA,BLR,MAA → BLR,2026-04-20 01:27:41,2026-04-20 02:22:41,1,2,Night,False,55.0,0.92,Valid
UK222,Vistara,BOM,CCU,BOM → CCU,2026-04-20 01:22:41,2026-04-20 02:57:41,1,2,Night,False,95.0,1.58,Valid
SJ127,SpiceJet,BOM,DEL,BOM → DEL,2026-04-20 01:21:41,2026-04-20 03:58:41,1,3,Night,False,157.0,2.62,Valid
AI226,Air India,BLR,HYD,BLR → HYD,2026-04-20 01:19:41,2026-04-20 04:08:41,1,4,Night,False,169.0,2.82,Valid
AI216,Air India,BOM,CCU,BOM → CCU,2026-04-20 01:10:41,2026-04-20 02:34:41,1,2,Night,False,84.0,1.4,Valid
6F058,IndiGo,BOM,CCU,BOM → CCU,2026-04-20 01:04:41,2026-04-20 03:33:41,1,3,Night,False,149.0,2.48,Valid
SJ207,SpiceJet,DEL,CCU,DEL → CCU,2026-04-20 00:52:41,2026-04-20 04:05:41,0,4,Night,False,193.0,3.22,Valid
SJ198,SpiceJet,CCU,BOM,CCU → BOM,2026-04-20 00:47:41,2026-04-20 05:28:41,0,5,Night,False,281.0,4.68,Valid
SJ108,SpiceJet,BLR,HYD,BLR → HYD,2026-04-20 00:40:41,2026-04-20 03:16:41,0,3,Night,False,156.0,2.6,Valid
SJ155,SpiceJet,DEL,CCU,DEL → CCU,2026-04-20 00:38:41,2026-04-20 05:38:41,0,5,Night,False,300.0,5.0,Valid
6F193,IndiGo,BOM,MAA,BOM → MAA,2026-04-20 00:34:41,2026-04-20 02:32:41,0,2,Night,False,118.0,1.97,Valid
6F019,IndiGo,BLR,BOM,BLR → BOM,2026-04-20 00:19:41,2026-04-20 04:14:41,0,4,Night,False,235.0,3.92,Valid
AI102,Air India,CCU,BLR,CCU → BLR,2026-04-20 00:17:41,2026-04-20 05:08:41,0,5,Night,False,291.0,4.85,Valid
6F166,IndiGo,BOM,CCU,BOM → CCU,2026-04-20 00:03:41,2026-04-20 04:33:41,0,4,Night,False,270.0,4.5,Valid
UK175,Vistara,BLR,BOM,BLR → BOM,2026-04-19 23:56:41,2026-04-20 03:18:41,23,3,Evening,True,202.0,3.37,Valid
6F010,IndiGo,DEL,BLR,DEL → BLR,2026-04-19 23:53:41,2026-04-20 03:44:41,23,3,Evening,True,231.0,3.85,Valid
AI234,Air India,BOM,MAA,BOM → MAA,2026-04-19 23:50:41,2026-04-20 01:34:41,23,1,Evening,True,104.0,1.73,Valid
UK135,Vistara,HYD,DEL,HYD → DEL,2026-04-19 23:50:41,2026-04-20 01:43:41,23,1,Evening,True,113.0,1.88,Valid
6F272,IndiGo,HYD,MAA,HYD → MAA,2026-04-19 23:35:41,2026-04-20 00:22:41,23,0,Evening,True,47.0,0.78,Valid
AI061,Air India,BOM,CCU,BOM → CCU,2026-04-19 23:31:41,2026-04-20 01:02:41,23,1,Evening,True,91.0,1.52,Valid
6F070,IndiGo,HYD,DEL,HYD → DEL,2026-04-19 23:23:41,2026-04-20 02:24:41,23,2,Evening,True,181.0,3.02,Valid
AI015,Air India,BLR,CCU,BLR → CCU,2026-04-19 23:21:41,2026-04-20 01:15:41,23,1,Evening,True,114.0,1.9,Valid
SJ076,SpiceJet,DEL,MAA,DEL → MAA,2026-04-19 23:01:41,2026-04-20 02:02:41,23,2,Evening,True,181.0,3.02,Valid
SJ029,SpiceJet,HYD,DEL,HYD → DEL,2026-04-19 22:55:41,2026-04-20 00:22:41,22,0,Evening,True,87.0,1.45,Valid
SJ194,SpiceJet,CCU,DEL,CCU → DEL,2026-04-19 22:46:41,2026-04-20 02:31:41,22,2,Evening,True,225.0,3.75,Valid
AI235,Air India,BLR,HYD,BLR → HYD,2026-04-19 22:45:41,2026-04-20 02:12:41,22,2,Evening,True,207.0,3.45,Valid
SJ048,SpiceJet,MAA,BLR,MAA → BLR,2026-04-19 22:43:41,2026-04-20 00:19:41,22,0,Evening,True,96.0,1.6,Valid
SJ114,SpiceJet,HYD,DEL,HYD → DEL,2026-04-19 22:42:41,2026-04-20 02:02:41,22,2,Evening,True,200.0,3.33,Valid
SJ146,SpiceJet,HYD,BLR,HYD → BLR,2026-04-19 22:37:41,2026-04-20 00:33:41,22,0,Evening,True,116.0,1.93,Valid
UK041,Vistara,HYD,MAA,HYD → MAA,2026-04-19 22:37:41,2026-04-19 23:44:41,22,23,Evening,False,67.0,1.12,Valid
6F075,IndiGo,BOM,CCU,BOM → CCU,2026-04-19 22:20:41,2026-04-20 03:02:41,22,3,Evening,True,282.0,4.7,Valid
SJ020,SpiceJet,BLR,BOM,BLR → BOM,2026-04-19 22:18:41,2026-04-20 02:27:41,22,2,Evening,True,249.0,4.15,Valid
SJ099,SpiceJet,MAA,BLR,MAA → BLR,2026-04-19 22:14:41,2026-04-20 00:34:41,22,0,Evening,True,140.0,2.33,Valid
6F078,IndiGo,BOM,CCU,BOM → CCU,2026-04-19 22:04:41,2026-04-19 23:37:41,22,23,Evening,False,93.0,1.55,Valid
UK219,Vistara,BOM,HYD,BOM → HYD,2026-04-19 22:03:41,2026-04-20 02:21:41,22,2,Evening,True,258.0,4.3,Valid
UK223,Vistara,CCU,DEL,CCU → DEL,2026-04-19 21:58:41,2026-04-19 22:30:41,21,22,Evening,False,32.0,0.53,Valid
UK227,Vistara,BOM,HYD,BOM → HYD,2026-04-19 21:57:41,2026-04-20 01:47:41,21,1,Evening,True,230.0,3.83,Valid
6F260,IndiGo,CCU,DEL,CCU → DEL,2026-04-19 21:51:41,2026-04-20 01:14:41,21,1,Evening,True,203.0,3.38,Valid
AI096,Air India,CCU,DEL,CCU → DEL,2026-04-19 21:48:41,2026-04-20 02:46:41,21,2,Evening,True,298.0,4.97,Valid
6F022,IndiGo,MAA,BLR,MAA → BLR,2026-04-19 21:46:41,2026-04-20 02:05:41,21,2,Evening,True,259.0,4.32,Valid
6F237,IndiGo,HYD,MAA,HYD → MAA,2026-04-19 21:41:41,2026-04-20 00:44:41,21,0,Evening,True,183.0,3.05,Valid
UK146,Vistara,BOM,MAA,BOM → MAA,2026-04-19 21:40:41,2026-04-20 00:08:41,21,0,Evening,True,148.0,2.47,Valid
SJ015,SpiceJet,BOM,CCU,BOM → CCU,2026-04-19 21:40:41,2026-04-19 22:52:41,21,22,Evening,False,72.0,1.2,Valid
AI108,Air India,BLR,CCU,BLR → CCU,2026-04-19 21:32:41,2026-04-20 00:17:41,21,0,Evening,True,165.0,2.75,Valid
UK020,Vistara,MAA,BLR,MAA → BLR,2026-04-19 21:23:41,2026-04-19 22:38:41,21,22,Evening,False,75.0,1.25,Valid
6F113,IndiGo,BOM,CCU,BOM → CCU,2026-04-19 21:04:41,2026-04-20 01:30:41,21,1,Evening,True,266.0,4.43,Valid
6F112,IndiGo,HYD,DEL,HYD → DEL,2026-04-19 21:00:41,2026-04-19 23:16:41,21,23,Evening,False,136.0,2.27,Valid
6F246,IndiGo,HYD,DEL,HYD → DEL,2026-04-19 21:00:41,2026-04-19 23:16:41,21,23,Evening,False,136.0,2.27,Valid
UK158,Vistara,BOM,MAA,BOM → MAA,2026-04-19 20:49:41,2026-04-19 21:22:41,20,21,Evening,False,33.0,0.55,Valid
UK159,Vistara,CCU,BLR,CCU → BLR,2026-04-19 20:45:41,2026-04-19 23:32:41,20,23,Evening,False,167.0,2.78,Valid
UK084,Vistara,MAA,DEL,MAA → DEL,2026-04-19 20:44:41,2026-04-20 00:20:41,20,0,Evening,True,216.0,3.6,Valid
SJ206,SpiceJet,DEL,CCU,DEL → CCU,2026-04-19 20:43:41,2026-04-20 01:21:41,20,1,Evening,True,278.0,4.63,Valid
UK044,Vistara,BLR,BOM,BLR → BOM,2026-04-19 20:31:41,2026-04-19 23:29:41,20,23,Evening,False,178.0,2.97,Valid
SJ036,SpiceJet,DEL,HYD,DEL → HYD,2026-04-19 20:24:41,2026-04-19 23:54:41,20,23,Evening,False,210.0,3.5,Valid
6F176,IndiGo,CCU,DEL,CCU → DEL,2026-04-19 20:23:42,2026-04-19 23:23:42,20,23,Evening,False,180.0,3.0,Valid
6F148,IndiGo,CCU,BOM,CCU → BOM,2026-04-19 20:23:41,2026-04-19 22:30:41,20,22,Evening,False,127.0,2.12,Valid
6F202,IndiGo,HYD,BLR,HYD → BLR,2026-04-19 20:18:41,2026-04-19 23:48:41,20,23,Evening,False,210.0,3.5,Valid
6F071,IndiGo,DEL,CCU,DEL → CCU,2026-04-19 20:18:41,2026-04-20 00:31:41,20,0,Evening,True,253.0,4.22,Valid
AI105,Air India,CCU,DEL,CCU → DEL,2026-04-19 20:16:41,2026-04-19 22:03:41,20,22,Evening,False,107.0,1.78,Valid
AI241,Air India,HYD,BLR,HYD → BLR,2026-04-19 20:11:41,2026-04-19 22:18:41,20,22,Evening,False,127.0,2.12,Valid
SJ162,SpiceJet,DEL,HYD,DEL → HYD,2026-04-19 20:11:41,2026-04-19 22:30:41,20,22,Evening,False,139.0,2.32,Valid
6F003,IndiGo,HYD,BOM,HYD → BOM,2026-04-19 20:06:41,2026-04-19 23:13:41,20,23,Evening,False,187.0,3.12,Valid
6F249,IndiGo,HYD,BOM,HYD → BOM,2026-04-19 20:06:41,2026-04-19 23:13:41,20,23,Evening,False,187.0,3.12,Valid
AI237,Air India,BOM,CCU,BOM → CCU,2026-04-19 19:58:41,2026-04-19 23:13:41,19,23,Evening,False,195.0,3.25,Valid
SJ134,SpiceJet,BOM,CCU,BOM → CCU,2026-04-19 19:58:41,2026-04-20 00:15:41,19,0,Evening,True,257.0,4.28,Valid
AI071,Air India,BOM,MAA,BOM → MAA,2026-04-19 19:55:41,2026-04-19 22:58:41,19,22,Evening,False,183.0,3.05,Valid
6F118,IndiGo,CCU,HYD,CCU → HYD,2026-04-19 19:52:41,2026-04-19 21:01:41,19,21,Evening,False,69.0,1.15,Valid
6F014,IndiGo,DEL,MAA,DEL → MAA,2026-04-19 19:42:41,2026-04-19 23:15:41,19,23,Evening,False,213.0,3.55,Valid
6F065,IndiGo,MAA,BLR,MAA → BLR,2026-04-19 19:40:41,2026-04-19 22:23:41,19,22,Evening,False,163.0,2.72,Valid
6F271,IndiGo,HYD,MAA,HYD → MAA,2026-04-19 19:33:41,2026-04-19 22:52:41,19,22,Evening,False,199.0,3.32,Valid
SJ070,SpiceJet,MAA,CCU,MAA → CCU,2026-04-19 18:55:41,2026-04-19 20:48:41,18,20,Evening,False,113.0,1.88,Valid
6F007,IndiGo,HYD,MAA,HYD → MAA,2026-04-19 18:55:41,2026-04-19 19:54:41,18,19,Evening,False,59.0,0.98,Valid
UK007,Vistara,DEL,HYD,DEL → HYD,2026-04-19 18:50:41,2026-04-19 21:04:41,18,21,Evening,False,134.0,2.23,Valid
SJ192,SpiceJet,HYD,BOM,HYD → BOM,2026-04-19 18:45:42,2026-04-19 23:45:42,18,23,Evening,False,300.0,5.0,Valid
AI097,Air India,HYD,MAA,HYD → MAA,2026-04-19 18:42:41,2026-04-19 23:34:41,18,23,Evening,False,292.0,4.87,Valid
6F256,IndiGo,BOM,CCU,BOM → CCU,2026-04-19 18:40:41,2026-04-19 19:13:41,18,19,Evening,False,33.0,0.55,Valid
UK047,Vistara,BLR,HYD,BLR → HYD,2026-04-19 18:40:41,2026-04-19 22:45:41,18,22,Evening,False,245.0,4.08,Valid
AI024,Air India,MAA,BOM,MAA → BOM,2026-04-19 18:38:41,2026-04-19 19:45:41,18,19,Evening,False,67.0,1.12,Valid
UK113,Vistara,CCU,DEL,CCU → DEL,2026-04-19 18:34:41,2026-04-19 22:58:41,18,22,Evening,False,264.0,4.4,Valid
SJ163,SpiceJet,DEL,HYD,DEL → HYD,2026-04-19 18:32:41,2026-04-19 23:08:41,18,23,Evening,False,276.0,4.6,Valid
SJ208,SpiceJet,DEL,HYD,DEL → HYD,2026-04-19 18:32:41,2026-04-19 19:33:41,18,19,Evening,False,61.0,1.02,Valid
SJ221,SpiceJet,MAA,HYD,MAA → HYD,2026-04-19 18:31:41,2026-04-19 23:17:41,18,23,Evening,False,286.0,4.77,Valid
SJ084,SpiceJet,HYD,MAA,HYD → MAA,2026-04-19 18:31:41,2026-04-19 19:30:41,18,19,Evening,False,59.0,0.98,Valid
6F127,IndiGo,HYD,BOM,HYD → BOM,2026-04-19 18:27:41,2026-04-19 22:28:41,18,22,Evening,False,241.0,4.02,Valid
AI122,Air India,BOM,CCU,BOM → CCU,2026-04-19 18:25:41,2026-04-19 22:36:41,18,22,Evening,False,251.0,4.18,Valid
AI139,Air India,HYD,MAA,HYD → MAA,2026-04-19 18:23:41,2026-04-19 19:24:41,18,19,Evening,False,61.0,1.02,Valid
UK149,Vistara,MAA,DEL,MAA → DEL,2026-04-19 18:22:41,2026-04-19 23:08:41,18,23,Evening,False,286.0,4.77,Valid
AI149,Air India,BOM,HYD,BOM → HYD,2026-04-19 18:19:41,2026-04-19 21:36:41,18,21,Evening,False,197.0,3.28,Valid
SJ243,SpiceJet,BLR,DEL,BLR → DEL,2026-04-19 18:17:41,2026-04-19 23:03:41,18,23,Evening,False,286.0,4.77,Valid
AI053,Air India,CCU,DEL,CCU → DEL,2026-04-19 18:04:41,2026-04-19 22:19:41,18,22,Evening,False,255.0,4.25,Valid
UK061,Vistara,BLR,BOM,BLR → BOM,2026-04-19 17:58:41,2026-04-19 19:48:41,17,19,Afternoon,False,110.0,1.83,Valid
SJ004,SpiceJet,MAA,DEL,MAA → DEL,2026-04-19 17:52:41,2026-04-19 21:01:41,17,21,Afternoon,False,189.0,3.15,Valid
AI173,Air India,HYD,DEL,HYD → DEL,2026-04-19 17:36:41,2026-04-19 22:27:41,17,22,Afternoon,False,291.0,4.85,Valid
6F085,IndiGo,HYD,MAA,HYD → MAA,2026-04-19 17:32:41,2026-04-19 19:32:42,17,19,Afternoon,False,120.02,2.0,Valid
AI252,Air India,HYD,DEL,HYD → DEL,2026-04-19 17:30:41,2026-04-19 21:54:41,17,21,Afternoon,False,264.0,4.4,Valid
SJ109,SpiceJet,BOM,DEL,BOM → DEL,2026-04-19 17:24:41,2026-04-19 20:28:41,17,20,Afternoon,False,184.0,3.07,Valid
UK123,Vistara,BOM,DEL,BOM → DEL,2026-04-19 17:24:41,2026-04-19 20:18:41,17,20,Afternoon,False,174.0,2.9,Valid
