flight_id,airline,source,destination,departure_time,arrival_time,duration
AI226,Air India,BLR,HYD,2026-04-20 01:19:41,2026-04-20 04:08:41,02:49:00
AI216,Air India,BOM,CCU,2026-04-20 01:10:41,2026-04-20 02:34:41,01:24:00
6F058,IndiGo,BOM,CCU,2026-04-20 01:04:41,2026-04-20 03:33:41,02:29:00
SJ207,SpiceJet,DEL,CCU,2026-04-20 00:52:41,2026-04-20 04:05:41,03:13:00
SJ198,SpiceJet,CCU,BOM,2026-04-20 00:47:41,2026-04-20 05:28:41,04:41:00
SJ108,SpiceJet,BLR,HYD,2026-04-20 00:40:41,2026-04-20 03:16:41,02:36:00
SJ155,SpiceJet,DEL,CCU,2026-04-20 00:38:41,2026-04-20 05:38:41,05:00:00
6F193,IndiGo,BOM,MAA,2026-04-20 00:34:41,2026-04-20 02:32:41,01:58:00
6F019,IndiGo,BLR,BOM,2026-04-20 00:19:41,2026-04-20 04:14:41,03:55:00
AI102,Air India,CCU,BLR,2026-04-20 00:17:41,2026-04-20 05:08:41,04:51:00
6F166,IndiGo,BOM,CCU,2026-04-20 00:03:41,2026-04-20 04:33:41,04:30:00
UK175,Vistara,BLR,BOM,2026-04-19 23:56:41,2026-04-20 03:18:41,03:22:00
6F010,IndiGo,DEL,BLR,2026-04-19 23:53:41,2026-04-20 03:44:41,03:51:00
AI234,Air India,BOM,MAA,2026-04-19 23:50:41,2026-04-20 01:34:41,01:44:00
UK135,Vistara,HYD,DEL,2026-04-19 23:50:41,2026-04-20 01:43:41,01:53:00
6F272,IndiGo,HYD,MAA,2026-04-19 23:35:41,2026-04-20 00:22:41,00:47:00
AI061,Air India,BOM,CCU,2026-04-19 23:31:41,2026-04-20 01:02:41,01:31:00
6F070,IndiGo,HYD,DEL,2026-04-19 23:23:41,2026-04-20 02:24:41,03:01:00
AI015,Air India,BLR,CCU,2026-04-19 23:21:41,2026-04-20 01:15:41,01:54:00
SJ076,SpiceJet,DEL,MAA,2026-04-19 23:01:41,2026-04-20 02:02:41,03:01:00
SJ029,SpiceJet,HYD,DEL,2026-04-19 22:55:41,2026-04-20 00:22:41,01:27:00
SJ194,SpiceJet,CCU,DEL,2026-04-19 22:46:41,2026-04-20 02:31:41,03:45:00
AI235,Air India,BLR,HYD,2026-04-19 22:45:41,2026-04-20 02:12:41,03:27:00
SJ048,SpiceJet,MAA,BLR,2026-04-19 22:43:41,2026-04-20 00:19:41,01:36:00
SJ114,SpiceJet,HYD,DEL,2026-04-19 22:42:41,2026-04-20 02:02:41,03:20:00
SJ146,SpiceJet,HYD,BLR,2026-04-19 22:37:41,2026-04-20 00:33:41,01:56:00
UK041,Vistara,HYD,MAA,2026-04-19 22:37:41,2026-04-19 23:44:41,01:07:00
6F075,IndiGo,BOM,CCU,2026-04-19 22:20:41,2026-04-20 03:02:41,04:42:00
SJ020,SpiceJet,BLR,BOM,2026-04-19 22:18:41,2026-04-20 02:27:41,04:09:00
SJ099,SpiceJet,MAA,BLR,2026-04-19 22:14:41,2026-04-20 00:34:41,02:20:00
6F078,IndiGo,BOM,CCU,2026-04-19 22:04:41,2026-04-19 23:37:41,01:33:00
UK219,Vistara,BOM,HYD,2026-04-19 22:03:41,2026-04-20 02:21:41,04:18:00
UK223,Vistara,CCU,DEL,2026-04-19 21:58:41,2026-04-19 22:30:41,00:32:00
UK227,Vistara,BOM,HYD,2026-04-19 21:57:41,2026-04-20 01:47:41,03:50:00
6F260,IndiGo,CCU,DEL,2026-04-19 21:51:41,2026-04-20 01:14:41,03:23:00
AI096,Air India,CCU,DEL,2026-04-19 21:48:41,2026-04-20 02:46:41,04:58:00
6F022,IndiGo,MAA,BLR,2026-04-19 21:46:41,2026-04-20 02:05:41,04:19:00
6F237,IndiGo,HYD,MAA,2026-04-19 21:41:41,2026-04-20 00:44:41,03:03:00
UK146,Vistara,BOM,MAA,2026-04-19 21:40:41,2026-04-20 00:08:41,02:28:00
SJ015,SpiceJet,BOM,CCU,2026-04-19 21:40:41,2026-04-19 22:52:41,01:12:00
AI108,Air India,BLR,CCU,2026-04-19 21:32:41,2026-04-20 00:17:41,02:45:00
UK020,Vistara,MAA,BLR,2026-04-19 21:23:41,2026-04-19 22:38:41,01:15:00
6F113,IndiGo,BOM,CCU,2026-04-19 21:04:41,2026-04-20 01:30:41,04:26:00
6F112,IndiGo,HYD,DEL,2026-04-19 21:00:41,2026-04-19 23:16:41,02:16:00
6F246,IndiGo,HYD,DEL,2026-04-19 21:00:41,2026-04-19 23:16:41,02:16:00
UK158,Vistara,BOM,MAA,2026-04-19 20:49:41,2026-04-19 21:22:41,00:33:00
UK159,Vistara,CCU,BLR,2026-04-19 20:45:41,2026-04-19 23:32:41,02:47:00
UK084,Vistara,MAA,DEL,2026-04-19 20:44:41,2026-04-20 00:20:41,03:36:00
SJ206,SpiceJet,DEL,CCU,2026-04-19 20:43:41,2026-04-20 01:21:41,04:38:00
UK044,Vistara,BLR,BOM,2026-04-19 20:31:41,2026-04-19 23:29:41,02:58:00
SJ036,SpiceJet,DEL,HYD,2026-04-19 20:24:41,2026-04-19 23:54:41,03:30:00
6F176,IndiGo,CCU,DEL,2026-04-19 20:23:42,2026-04-19 23:23:42,03:00:00
6F148,IndiGo,CCU,BOM,2026-04-19 20:23:41,2026-04-19 22:30:41,02:07:00
6F202,IndiGo,HYD,BLR,2026-04-19 20:18:41,2026-04-19 23:48:41,03:30:00
6F071,IndiGo,DEL,CCU,2026-04-19 20:18:41,2026-04-20 00:31:41,04:13:00
AI105,Air India,CCU,DEL,2026-04-19 20:16:41,2026-04-19 22:03:41,01:47:00
AI241,Air India,HYD,BLR,2026-04-19 20:11:41,2026-04-19 22:18:41,02:07:00
SJ162,SpiceJet,DEL,HYD,2026-04-19 20:11:41,2026-04-19 22:30:41,02:19:00
6F003,IndiGo,HYD,BOM,2026-04-19 20:06:41,2026-04-19 23:13:41,03:07:00
6F249,IndiGo,HYD,BOM,2026-04-19 20:06:41,2026-04-19 23:13:41,03:07:00
AI237,Air India,BOM,CCU,2026-04-19 19:58:41,2026-04-19 23:13:41,03:15:00
SJ134,SpiceJet,BOM,CCU,2026-04-19 19:58:41,2026-04-20 00:15:41,04:17:00
AI071,Air India,BOM,MAA,2026-04-19 19:55:41,2026-04-19 22:58:41,03:03:00
6F118,IndiGo,CCU,HYD,2026-04-19 19:52:41,2026-04-19 21:01:41,01:09:00
6F014,IndiGo,DEL,MAA,2026-04-19 19:42:41,2026-04-19 23:15:41,03:33:00
6F065,IndiGo,MAA,BLR,2026-04-19 19:40:41,2026-04-19 22:23:41,02:43:00
6F271,IndiGo,HYD,MAA,2026-04-19 19:33:41,2026-04-19 22:52:41,03:19:00
SJ070,SpiceJet,MAA,CCU,2026-04-19 18:55:41,2026-04-19 20:48:41,01:53:00
6F007,IndiGo,HYD,MAA,2026-04-19 18:55:41,2026-04-19 19:54:41,00:59:00
UK007,Vistara,DEL,HYD,2026-04-19 18:50:41,2026-04-19 21:04:41,02:14:00
SJ192,SpiceJet,HYD,BOM,2026-04-19 18:45:42,2026-04-19 23:45:42,1899-12-29 05:00:00
AI097,Air India,HYD,MAA,2026-04-19 18:42:41,2026-04-19 23:34:41,04:52:00
6F256,IndiGo,BOM,CCU,2026-04-19 18:40:41,2026-04-19 19:13:41,00:33:00
UK047,Vistara,BLR,HYD,2026-04-19 18:40:41,2026-04-19 22:45:41,04:05:00
AI024,Air India,MAA,BOM,2026-04-19 18:38:41,2026-04-19 19:45:41,01:07:00
UK113,Vistara,CCU,DEL,2026-04-19 18:34:41,2026-04-19 22:58:41,04:24:00
SJ163,SpiceJet,DEL,HYD,2026-04-19 18:32:41,2026-04-19 23:08:41,04:36:00
SJ208,SpiceJet,DEL,HYD,2026-04-19 18:32:41,2026-04-19 19:33:41,01:01:00
SJ221,SpiceJet,MAA,HYD,2026-04-19 18:31:41,2026-04-19 23:17:41,04:46:00
SJ084,SpiceJet,HYD,MAA,2026-04-19 18:31:41,2026-04-19 19:30:41,00:59:00
6F127,IndiGo,HYD,BOM,2026-04-19 18:27:41,2026-04-19 22:28:41,04:01:00
AI122,Air India,BOM,CCU,2026-04-19 18:25:41,2026-04-19 22:36:41,04:11:00
AI139,Air India,HYD,MAA,2026-04-19 18:23:41,2026-04-19 19:24:41,01:01:00
UK149,Vistara,MAA,DEL,2026-04-19 18:22:41,2026-04-19 23:08:41,04:46:00
AI149,Air India,BOM,HYD,2026-04-19 18:19:41,2026-04-19 21:36:41,03:17:00
SJ243,SpiceJet,BLR,DEL,2026-04-19 18:17:41,2026-04-19 23:03:41,04:46:00
AI053,Air India,CCU,DEL,2026-04-19 18:04:41,2026-04-19 22:19:41,04:15:00
UK061,Vistara,BLR,BOM,2026-04-19 17:58:41,2026-04-19 19:48:41,01:50:00
SJ004,SpiceJet,MAA,DEL,2026-04-19 17:52:41,2026-04-19 21:01:41,03:09:00
AI173,Air India,HYD,DEL,2026-04-19 17:36:41,2026-04-19 22:27:41,04:51:00
6F085,IndiGo,HYD,MAA,2026-04-19 17:32:41,2026-04-19 19:32:42,02:00:00.298000
AI252,Air India,HYD,DEL,2026-04-19 17:30:41,2026-04-19 21:54:41,04:24:00
SJ109,SpiceJet,BOM,DEL,2026-04-19 17:24:41,2026-04-19 20:28:41,03:04:00
UK123,Vistara,BOM,DEL,2026-04-19 17:24:41,2026-04-19 20:18:41,02:54:00
6F125,IndiGo,BOM,CCU,2026-04-19 17:09:41,2026-04-19 21:13:41,04:04:00
UK183,Vistara,BLR,CCU,2026-04-19 17:07:41,2026-04-19 18:30:41,01:23:00
AI110,Air India,BOM,CCU,2026-04-19 17:07:41,2026-04-19 22:00:41,04:53:00
UK105,Vistara,CCU,HYD,2026-04-19 17:04:41,2026-04-19 18:11:41,01:07:00
6F128,IndiGo,HYD,DEL,2026-04-19 16:56:41,2026-04-19 18:03:41,01:07:00
6F224,IndiGo,DEL,MAA,2026-04-19 16:53:41,2026-04-19 18:52:41,01:59:00
SJ130,SpiceJet,BOM,DEL,2026-04-19 16:53:41,2026-04-19 20:53:41,04:00:00
AI224,Air India,DEL,HYD,2026-04-19 16:51:41,2026-04-19 21:36:41,04:45:00
SJ182,SpiceJet,CCU,BOM,2026-04-19 16:48:41,2026-04-19 17:36:41,00:48:00
UK164,Vistara,BOM,HYD,2026-04-19 16:46:41,2026-04-19 21:10:41,04:24:00
AI161,Air India,CCU,BOM,2026-04-19 16:40:41,2026-04-19 19:40:41,03:00:00
6F206,IndiGo,DEL,BOM,2026-04-19 16:39:41,2026-04-19 20:59:41,04:20:00
SJ204,SpiceJet,CCU,DEL,2026-04-19 16:34:41,2026-04-19 18:15:41,01:41:00
AI206,Air India,CCU,MAA,2026-04-19 16:30:41,2026-04-19 20:01:41,03:31:00
6F140,IndiGo,CCU,HYD,2026-04-19 16:30:41,2026-04-19 18:21:41,01:51:00
6F253,IndiGo,MAA,BLR,2026-04-19 16:26:41,2026-04-19 18:24:41,01:58:00
SJ203,SpiceJet,DEL,HYD,2026-04-19 16:22:41,2026-04-19 18:27:41,02:05:00
SJ161,SpiceJet,MAA,BLR,2026-04-19 16:22:41,2026-04-19 17:04:41,00:42:00
AI098,Air India,HYD,MAA,2026-04-19 16:01:41,2026-04-19 18:11:41,02:10:00
AI168,Air India,DEL,CCU,2026-04-19 15:50:41,2026-04-19 20:20:41,04:30:00
UK190,Vistara,DEL,BLR,2026-04-19 15:49:41,2026-04-19 18:53:41,03:04:00
AI085,Air India,DEL,HYD,2026-04-19 15:45:41,2026-04-19 20:33:41,04:48:00
AI076,Air India,BLR,BOM,2026-04-19 15:37:41,2026-04-19 16:12:41,00:35:00
UK130,Vistara,MAA,BLR,2026-04-19 15:36:41,2026-04-19 19:43:41,04:07:00
6F038,IndiGo,HYD,MAA,2026-04-19 15:36:41,2026-04-19 19:33:41,03:57:00
UK110,Vistara,HYD,DEL,2026-04-19 15:26:41,2026-04-19 20:13:41,04:47:00
SJ013,SpiceJet,DEL,MAA,2026-04-19 15:25:41,2026-04-19 19:54:41,04:29:00
AI039,Air India,MAA,BLR,2026-04-19 15:24:41,2026-04-19 18:56:41,03:32:00
AI248,Air India,CCU,DEL,2026-04-19 15:17:41,2026-04-19 16:35:41,01:18:00
6F199,IndiGo,DEL,MAA,2026-04-19 15:15:41,2026-04-19 17:32:41,02:17:00
AI225,Air India,BOM,BLR,2026-04-19 15:05:41,2026-04-19 16:01:41,00:56:00
SJ028,SpiceJet,CCU,BOM,2026-04-19 15:04:41,2026-04-19 19:32:41,04:28:00
SJ012,SpiceJet,HYD,BLR,2026-04-19 15:01:41,2026-04-19 16:12:41,01:11:00
SJ131,SpiceJet,MAA,HYD,2026-04-19 15:00:41,2026-04-19 16:07:41,01:07:00
AI010,Air India,BOM,HYD,2026-04-19 15:00:41,2026-04-19 19:48:41,04:48:00
6F020,IndiGo,BOM,HYD,2026-04-19 14:58:41,2026-04-19 16:43:41,01:45:00
SJ038,SpiceJet,BLR,DEL,2026-04-19 14:57:41,2026-04-19 17:46:41,02:49:00
UK204,Vistara,BLR,DEL,2026-04-19 14:46:41,2026-04-19 16:24:41,01:38:00
AI036,Air India,BOM,CCU,2026-04-19 14:45:41,2026-04-19 16:16:41,01:31:00
AI100,Air India,CCU,BOM,2026-04-19 14:42:41,2026-04-19 18:22:41,03:40:00
SJ215,SpiceJet,CCU,DEL,2026-04-19 14:37:41,2026-04-19 16:12:41,01:35:00
UK155,Vistara,MAA,HYD,2026-04-19 14:34:41,2026-04-19 18:37:41,04:03:00
SJ173,SpiceJet,CCU,HYD,2026-04-19 14:27:41,2026-04-19 16:09:41,01:42:00
UK179,Vistara,DEL,HYD,2026-04-19 14:25:41,2026-04-19 19:15:41,04:50:00
UK221,Vistara,CCU,DEL,2026-04-19 14:18:41,2026-04-19 18:44:41,04:26:00
UK023,Vistara,DEL,MAA,2026-04-19 14:15:41,2026-04-19 19:03:41,04:48:00
SJ107,SpiceJet,BOM,MAA,2026-04-19 14:10:41,2026-04-19 18:38:41,04:28:00
AI073,Air India,BOM,BLR,2026-04-19 14:08:41,2026-04-19 16:10:41,02:02:00
SJ187,SpiceJet,MAA,BLR,2026-04-19 14:07:41,2026-04-19 17:30:41,03:23:00
UK058,Vistara,MAA,BOM,2026-04-19 13:46:41,2026-04-19 17:04:41,03:18:00
SJ063,SpiceJet,MAA,BOM,2026-04-19 13:38:41,2026-04-19 15:23:41,01:45:00
SJ062,SpiceJet,BLR,HYD,2026-04-19 13:37:41,2026-04-19 17:06:41,03:29:00
UK048,Vistara,MAA,DEL,2026-04-19 13:36:41,2026-04-19 18:21:41,04:45:00
AI181,Air India,MAA,HYD,2026-04-19 13:29:41,2026-04-19 16:55:41,03:26:00
AI003,Air India,BLR,HYD,2026-04-19 13:27:41,2026-04-19 16:55:41,03:28:00
6F041,IndiGo,MAA,BOM,2026-04-19 13:19:41,2026-04-19 16:48:41,03:29:00
6F175,IndiGo,MAA,CCU,2026-04-19 13:18:41,2026-04-19 15:13:41,01:55:00
6F013,IndiGo,BOM,CCU,2026-04-19 13:15:41,2026-04-19 18:05:41,04:50:00
SJ040,SpiceJet,BOM,CCU,2026-04-19 13:12:41,2026-04-19 16:44:41,03:32:00
SJ016,SpiceJet,HYD,CCU,2026-04-19 13:01:41,2026-04-19 16:26:41,03:25:00
6F135,IndiGo,MAA,HYD,2026-04-19 12:59:41,2026-04-19 13:45:41,00:46:00
6F150,IndiGo,HYD,MAA,2026-04-19 12:55:41,2026-04-19 16:53:41,03:58:00
AI083,Air India,DEL,BOM,2026-04-19 12:54:41,2026-04-19 13:37:41,00:43:00
SJ166,SpiceJet,CCU,HYD,2026-04-19 12:51:41,2026-04-19 16:18:41,03:27:00
SJ027,SpiceJet,BOM,MAA,2026-04-19 12:50:41,2026-04-19 17:13:41,04:23:00
6F134,IndiGo,BLR,MAA,2026-04-19 12:47:41,2026-04-19 14:06:41,01:19:00
UK225,Vistara,MAA,BLR,2026-04-19 12:46:41,2026-04-19 15:02:41,02:16:00
SJ175,SpiceJet,MAA,BLR,2026-04-19 12:46:41,2026-04-19 16:50:41,04:04:00
AI182,Air India,HYD,DEL,2026-04-19 12:41:41,2026-04-19 17:14:41,04:33:00
AI190,Air India,BOM,CCU,2026-04-19 12:38:41,2026-04-19 15:56:41,03:18:00
AI120,Air India,MAA,CCU,2026-04-19 12:12:41,2026-04-19 14:18:41,02:06:00
6F132,IndiGo,MAA,BOM,2026-04-19 12:00:41,2026-04-19 13:00:42,01:00:00.298000
UK102,Vistara,HYD,CCU,2026-04-19 11:58:41,2026-04-19 14:01:41,02:03:00
AI045,Air India,HYD,MAA,2026-04-19 11:58:41,2026-04-19 14:37:41,02:39:00
UK136,Vistara,HYD,CCU,2026-04-19 11:43:41,2026-04-19 15:26:41,03:43:00
SJ238,SpiceJet,MAA,BLR,2026-04-19 11:41:41,2026-04-19 15:39:41,03:58:00
AI193,Air India,MAA,HYD,2026-04-19 11:33:41,2026-04-19 16:07:41,04:34:00
6F001,IndiGo,HYD,BOM,2026-04-19 11:33:41,2026-04-19 13:08:41,01:35:00
6F211,IndiGo,MAA,BLR,2026-04-19 11:29:41,2026-04-19 16:20:41,04:51:00
SJ199,SpiceJet,HYD,BOM,2026-04-19 11:29:41,2026-04-19 13:59:41,02:30:00
SJ050,SpiceJet,HYD,CCU,2026-04-19 11:24:41,2026-04-19 12:03:41,00:39:00
UK115,Vistara,BLR,BOM,2026-04-19 11:20:41,2026-04-19 13:20:42,02:00:00.298000
AI037,Air India,BOM,BLR,2026-04-19 11:14:41,2026-04-19 15:13:41,03:59:00
6F235,IndiGo,HYD,MAA,2026-04-19 11:06:41,2026-04-19 13:51:41,02:45:00
UK111,Vistara,MAA,BLR,2026-04-19 11:06:41,2026-04-19 12:20:41,01:14:00
6F005,IndiGo,BOM,MAA,2026-04-19 11:04:41,2026-04-19 15:27:41,04:23:00
AI198,Air India,CCU,MAA,2026-04-19 10:56:41,2026-04-19 14:19:41,03:23:00
UK184,Vistara,MAA,HYD,2026-04-19 10:49:41,2026-04-19 13:00:41,02:11:00
6F219,IndiGo,MAA,DEL,2026-04-19 10:32:41,2026-04-19 14:37:41,04:05:00
UK066,Vistara,BOM,CCU,2026-04-19 10:29:41,2026-04-19 12:07:41,01:38:00
6F220,IndiGo,HYD,BOM,2026-04-19 10:27:41,2026-04-19 11:25:41,00:58:00
AI180,Air India,BOM,CCU,2026-04-19 10:19:41,2026-04-19 11:00:41,00:41:00
6F098,IndiGo,BLR,MAA,2026-04-19 10:18:41,2026-04-19 12:49:41,02:31:00
AI141,Air India,BLR,DEL,2026-04-19 10:16:41,2026-04-19 14:53:41,04:37:00
SJ170,SpiceJet,BLR,BOM,2026-04-19 10:11:41,2026-04-19 11:56:41,01:45:00
SJ178,SpiceJet,BOM,HYD,2026-04-19 09:58:41,2026-04-19 12:27:41,02:29:00
6F172,IndiGo,BOM,BLR,2026-04-19 09:53:41,2026-04-19 14:46:41,04:53:00
UK220,Vistara,BLR,BOM,2026-04-19 09:51:41,2026-04-19 13:25:41,03:34:00
SJ148,SpiceJet,DEL,BLR,2026-04-19 09:51:41,2026-04-19 13:41:41,03:50:00
UK065,Vistara,BOM,CCU,2026-04-19 09:38:41,2026-04-19 13:46:41,04:08:00
6F243,IndiGo,BOM,HYD,2026-04-19 09:37:41,2026-04-19 10:33:41,00:56:00
SJ193,SpiceJet,CCU,DEL,2026-04-19 09:37:41,2026-04-19 12:16:41,02:39:00
UK056,Vistara,HYD,MAA,2026-04-19 09:29:41,2026-04-19 10:15:41,00:46:00
AI219,Air India,BLR,DEL,2026-04-19 09:28:41,2026-04-19 11:27:41,01:59:00
SJ073,SpiceJet,CCU,BLR,2026-04-19 09:26:41,2026-04-19 11:14:41,01:48:00
6F052,IndiGo,BOM,CCU,2026-04-19 09:13:41,2026-04-19 12:02:41,02:49:00
SJ201,SpiceJet,BLR,DEL,2026-04-19 09:10:41,2026-04-19 11:12:41,02:02:00
UK028,Vistara,HYD,MAA,2026-04-19 09:02:41,2026-04-19 10:37:41,01:35:00
SJ119,SpiceJet,BOM,CCU,2026-04-19 08:53:41,2026-04-19 11:29:41,02:36:00
AI165,Air India,DEL,CCU,2026-04-19 08:51:41,2026-04-19 10:31:41,01:40:00
AI255,Air India,MAA,CCU,2026-04-19 08:45:41,2026-04-19 13:12:41,04:27:00
AI202,Air India,HYD,BLR,2026-04-19 08:44:41,2026-04-19 10:53:41,02:09:00
SJ039,SpiceJet,MAA,BOM,2026-04-19 08:41:41,2026-04-19 12:08:41,03:27:00
SJ051,SpiceJet,BOM,BLR,2026-04-19 08:40:41,2026-04-19 12:18:41,03:38:00
UK024,Vistara,MAA,BLR,2026-04-19 08:29:41,2026-04-19 13:29:41,05:00:00
SJ006,SpiceJet,HYD,BLR,2026-04-19 08:25:41,2026-04-19 08:57:41,00:32:00
AI207,Air India,BOM,MAA,2026-04-19 08:24:41,2026-04-19 11:23:41,02:59:00
SJ168,SpiceJet,CCU,BOM,2026-04-19 08:17:41,2026-04-19 12:29:41,04:12:00
AI028,Air India,HYD,BOM,2026-04-19 07:53:41,2026-04-19 08:35:41,00:42:00
6F094,IndiGo,BLR,BOM,2026-04-19 07:37:41,2026-04-19 09:06:41,01:29:00
6F024,IndiGo,BOM,DEL,2026-04-19 07:31:41,2026-04-19 11:17:41,03:46:00
6F061,IndiGo,MAA,BOM,2026-04-19 07:28:41,2026-04-19 08:09:41,00:41:00
AI032,Air India,MAA,BLR,2026-04-19 07:26:41,2026-04-19 09:26:42,02:00:00.299000
UK163,Vistara,DEL,HYD,2026-04-19 07:22:41,2026-04-19 09:04:41,01:42:00
SJ067,SpiceJet,MAA,BLR,2026-04-19 07:17:41,2026-04-19 08:16:41,00:59:00
SJ106,SpiceJet,CCU,DEL,2026-04-19 07:16:41,2026-04-19 09:40:41,02:24:00
AI086,Air India,CCU,HYD,2026-04-19 07:13:41,2026-04-19 10:09:41,02:56:00
6F263,IndiGo,DEL,HYD,2026-04-19 07:07:41,2026-04-19 08:30:41,01:23:00
6F163,IndiGo,MAA,BOM,2026-04-19 06:49:41,2026-04-19 10:46:41,03:57:00
SJ064,SpiceJet,CCU,DEL,2026-04-19 06:29:41,2026-04-19 08:43:41,02:14:00
UK118,Vistara,HYD,BLR,2026-04-19 06:22:41,2026-04-19 07:22:42,01:00:00.298000
UK022,Vistara,DEL,HYD,2026-04-19 06:22:41,2026-04-19 10:59:41,04:37:00
UK099,Vistara,BOM,MAA,2026-04-19 06:16:41,2026-04-19 10:24:41,04:08:00
6F212,IndiGo,BLR,CCU,2026-04-19 06:10:41,2026-04-19 10:52:41,04:42:00
AI023,Air India,HYD,BLR,2026-04-19 06:10:41,2026-04-19 09:35:41,03:25:00
SJ245,SpiceJet,BOM,DEL,2026-04-19 06:07:41,2026-04-19 09:39:41,03:32:00
6F066,IndiGo,BLR,HYD,2026-04-19 06:07:41,2026-04-19 07:43:41,01:36:00
AI138,Air India,DEL,CCU,2026-04-19 05:50:41,2026-04-19 06:40:41,00:50:00
SJ021,SpiceJet,HYD,BLR,2026-04-19 05:48:41,2026-04-19 09:46:41,03:58:00
SJ136,SpiceJet,HYD,BLR,2026-04-19 05:45:41,2026-04-19 08:04:41,02:19:00
AI148,Air India,HYD,MAA,2026-04-19 05:41:41,2026-04-19 08:32:41,02:51:00
SJ014,SpiceJet,BOM,HYD,2026-04-19 05:40:41,2026-04-19 06:39:41,00:59:00
6F104,IndiGo,CCU,BOM,2026-04-19 05:39:41,2026-04-19 06:14:41,00:35:00
SJ121,SpiceJet,CCU,DEL,2026-04-19 05:32:41,2026-04-19 06:47:41,01:15:00
UK174,Vistara,CCU,DEL,2026-04-19 05:27:41,2026-04-19 07:47:41,02:20:00
AI033,Air India,MAA,CCU,2026-04-19 05:25:41,2026-04-19 10:21:41,04:56:00
SJ122,SpiceJet,CCU,BOM,2026-04-19 05:22:41,2026-04-19 10:09:41,04:47:00
UK095,Vistara,BOM,MAA,2026-04-19 05:22:41,2026-04-19 07:36:41,02:14:00
SJ026,SpiceJet,CCU,MAA,2026-04-19 05:22:41,2026-04-19 09:40:41,04:18:00
6F221,IndiGo,MAA,DEL,2026-04-19 05:20:41,2026-04-19 08:52:41,03:32:00
SJ103,SpiceJet,MAA,BLR,2026-04-19 05:16:41,2026-04-19 08:56:41,03:40:00
SJ011,SpiceJet,BOM,MAA,2026-04-19 05:14:41,2026-04-19 09:59:41,04:45:00
AI002,Air India,HYD,BLR,2026-04-19 05:12:41,2026-04-19 07:12:41,02:00:00
AI046,Air India,DEL,BOM,2026-04-19 05:09:41,2026-04-19 08:00:41,02:51:00
SJ053,SpiceJet,CCU,DEL,2026-04-19 05:00:41,2026-04-19 06:38:41,01:38:00
AI236,Air India,DEL,BOM,2026-04-19 04:52:41,2026-04-19 09:11:41,04:19:00
AI254,Air India,CCU,HYD,2026-04-19 04:46:41,2026-04-19 08:06:41,03:20:00
6F063,IndiGo,DEL,HYD,2026-04-19 04:42:41,2026-04-19 07:31:41,02:49:00
6F115,IndiGo,MAA,BLR,2026-04-19 04:41:41,2026-04-19 06:23:41,01:42:00
UK070,Vistara,BOM,DEL,2026-04-19 04:36:41,2026-04-19 06:49:41,02:13:00
SJ147,SpiceJet,BLR,CCU,2026-04-19 04:30:41,2026-04-19 08:52:41,04:22:00
UK201,Vistara,HYD,BOM,2026-04-19 04:29:41,2026-04-19 06:42:41,02:13:00
SJ234,SpiceJet,BLR,CCU,2026-04-19 04:20:41,2026-04-19 06:23:41,02:03:00
AI176,Air India,BLR,DEL,2026-04-19 04:20:41,2026-04-19 06:25:41,02:05:00
SJ045,SpiceJet,DEL,MAA,2026-04-19 04:16:41,2026-04-19 09:03:41,04:47:00
SJ174,SpiceJet,CCU,DEL,2026-04-19 04:09:41,2026-04-19 05:04:41,00:55:00
AI007,Air India,MAA,DEL,2026-04-19 04:01:41,2026-04-19 06:01:42,02:00:00.299000
AI143,Air India,CCU,DEL,2026-04-19 03:58:41,2026-04-19 04:36:41,00:38:00
SJ241,SpiceJet,DEL,HYD,2026-04-19 03:57:41,2026-04-19 06:36:41,02:39:00
AI020,Air India,BOM,BLR,2026-04-19 03:53:41,2026-04-19 06:21:41,02:28:00
UK031,Vistara,CCU,DEL,2026-04-19 03:45:41,2026-04-19 07:20:41,03:35:00
AI013,Air India,HYD,BLR,2026-04-19 03:41:41,2026-04-19 04:58:41,01:17:00
AI249,Air India,BLR,HYD,2026-04-19 03:38:41,2026-04-19 06:27:41,02:49:00
UK046,Vistara,CCU,DEL,2026-04-19 03:37:41,2026-04-19 06:05:41,02:28:00
UK168,Vistara,BLR,CCU,2026-04-19 03:20:41,2026-04-19 04:09:41,00:49:00
AI022,Air India,BOM,MAA,2026-04-19 03:15:41,2026-04-19 05:10:41,01:55:00
UK218,Vistara,MAA,BLR,2026-04-19 03:12:41,2026-04-19 07:22:41,04:10:00
UK142,Vistara,BLR,DEL,2026-04-19 03:03:41,2026-04-19 07:13:41,04:10:00
6F067,IndiGo,MAA,BLR,2026-04-19 02:59:41,2026-04-19 06:02:41,03:03:00
SJ217,SpiceJet,BOM,CCU,2026-04-19 02:57:41,2026-04-19 06:04:41,03:07:00
SJ143,SpiceJet,DEL,BOM,2026-04-19 02:55:41,2026-04-19 03:52:41,00:57:00
AI243,Air India,BLR,BOM,2026-04-19 02:50:41,2026-04-19 05:09:41,02:19:00
SJ246,SpiceJet,BOM,DEL,2026-04-19 02:47:41,2026-04-19 03:47:42,01:00:00.296000
6F170,IndiGo,HYD,DEL,2026-04-19 02:44:41,2026-04-19 04:14:41,01:30:00
UK157,Vistara,CCU,BOM,2026-04-19 02:41:41,2026-04-19 03:41:42,01:00:00.297000
